data,rodada,mandante,visitante,gols_mandante,gols_visitante,competicao
2021-01-20,31,Bragantino,Vasco,4,1,Brasileirao Serie A 2021
2021-01-20,31,Coritiba,Fluminense,3,3,Brasileirao Serie A 2021
2021-01-20,31,Gremio,Atletico-MG,1,1,Brasileirao Serie A 2021
2021-01-20,31,Sao Paulo,Internacional,1,5,Brasileirao Serie A 2021
2021-01-21,31,Corinthians,Sport,3,0,Brasileirao Serie A 2021
2021-01-21,31,Flamengo,Palmeiras,2,0,Brasileirao Serie A 2021
2021-01-21,31,Fortaleza,Santos,2,0,Brasileirao Serie A 2021
2021-01-21,31,Goias,Ceara,0,4,Brasileirao Serie A 2021
2021-01-23,32,Sao Paulo,Coritiba,1,1,Brasileirao Serie A 2021
2021-01-23,32,Vasco,Atletico-MG,3,2,Brasileirao Serie A 2021
2021-01-24,32,Athletico-PR,Flamengo,2,1,Brasileirao Serie A 2021
2021-01-24,32,Atletico-GO,Fortaleza,2,0,Brasileirao Serie A 2021
2021-01-24,32,Ceara,Palmeiras,2,1,Brasileirao Serie A 2021
2021-01-24,32,Fluminense,Botafogo-RJ,2,0,Brasileirao Serie A 2021
2021-01-24,32,Internacional,Gremio,2,1,Brasileirao Serie A 2021
2021-01-24,32,Santos,Goias,3,4,Brasileirao Serie A 2021
2021-01-24,32,Sport,Bahia,2,0,Brasileirao Serie A 2021
2021-01-25,32,Corinthians,Bragantino,0,2,Brasileirao Serie A 2021
2021-01-26,28,Atletico-MG,Santos,2,0,Brasileirao Serie A 2021
2021-01-26,1,Palmeiras,Vasco,1,1,Brasileirao Serie A 2021
2021-01-28,30,Bahia,Corinthians,2,1,Brasileirao Serie A 2021
2021-01-28,23,Gremio,Flamengo,2,4,Brasileirao Serie A 2021
2021-01-31,33,Atletico-GO,Sao Paulo,2,1,Brasileirao Serie A 2021
2021-01-31,33,Atletico-MG,Fortaleza,2,0,Brasileirao Serie A 2021
2021-01-31,33,Ceara,Athletico-PR,0,2,Brasileirao Serie A 2021
2021-01-31,33,Coritiba,Gremio,1,1,Brasileirao Serie A 2021
2021-01-31,33,Fluminense,Goias,3,0,Brasileirao Serie A 2021
2021-01-31,33,Internacional,Bragantino,2,1,Brasileirao Serie A 2021
2021-01-31,33,Vasco,Bahia,0,0,Brasileirao Serie A 2021
2021-02-01,33,Sport,Flamengo,0,3,Brasileirao Serie A 2021
2021-02-02,33,Palmeiras,Botafogo-RJ,1,1,Brasileirao Serie A 2021
2021-02-03,34,Bahia,Fluminense,0,1,Brasileirao Serie A 2021
2021-02-03,34,Bragantino,Atletico-GO,2,0,Brasileirao Serie A 2021
2021-02-03,34,Corinthians,Ceara,2,1,Brasileirao Serie A 2021
2021-02-03,34,Goias,Atletico-MG,1,0,Brasileirao Serie A 2021
2021-02-03,34,Gremio,Santos,3,3,Brasileirao Serie A 2021
2021-02-04,34,Athletico-PR,Internacional,0,0,Brasileirao Serie A 2021
2021-02-04,34,Flamengo,Vasco,2,0,Brasileirao Serie A 2021
2021-02-04,34,Fortaleza,Coritiba,3,1,Brasileirao Serie A 2021
2021-02-05,34,Botafogo-RJ,Sport,0,1,Brasileirao Serie A 2021
2021-02-06,35,Atletico-GO,Santos,1,1,Brasileirao Serie A 2021
2021-02-06,35,Bahia,Goias,3,3,Brasileirao Serie A 2021
2021-02-07,35,Bragantino,Flamengo,1,1,Brasileirao Serie A 2021
2021-02-08,35,Botafogo-RJ,Gremio,2,5,Brasileirao Serie A 2021
2021-02-10,35,Corinthians,Athletico-PR,3,3,Brasileirao Serie A 2021
2021-02-10,35,Fluminense,Atletico-MG,0,0,Brasileirao Serie A 2021
2021-02-10,35,Fortaleza,Vasco,3,0,Brasileirao Serie A 2021
2021-02-10,35,Internacional,Sport,1,2,Brasileirao Serie A 2021
2021-02-10,35,Sao Paulo,Ceara,1,1,Brasileirao Serie A 2021
2021-02-13,36,Atletico-MG,Bahia,1,1,Brasileirao Serie A 2021
2021-02-13,36,Goias,Botafogo-RJ,2,0,Brasileirao Serie A 2021
2021-02-13,36,Santos,Coritiba,2,0,Brasileirao Serie A 2021
2021-02-14,36,Athletico-PR,Atletico-GO,2,1,Brasileirao Serie A 2021
2021-02-14,36,Flamengo,Corinthians,2,1,Brasileirao Serie A 2021
2021-02-14,36,Gremio,Sao Paulo,1,2,Brasileirao Serie A 2021
2021-02-14,36,Palmeiras,Fortaleza,3,0,Brasileirao Serie A 2021
2021-02-14,36,Vasco,Internacional,0,2,Brasileirao Serie A 2021
2021-02-15,36,Ceara,Fluminense,1,3,Brasileirao Serie A 2021
2021-02-15,36,Sport,Bragantino,0,0,Brasileirao Serie A 2021
2021-02-17,35,Coritiba,Palmeiras,1,0,Brasileirao Serie A 2021
2021-02-17,33,Santos,Corinthians,1,0,Brasileirao Serie A 2021
2021-02-19,34,Sao Paulo,Palmeiras,1,1,Brasileirao Serie A 2021
2021-02-20,37,Coritiba,Ceara,0,2,Brasileirao Serie A 2021
2021-02-20,37,Fortaleza,Bahia,0,4,Brasileirao Serie A 2021
2021-02-21,37,Corinthians,Vasco,0,0,Brasileirao Serie A 2021
2021-02-21,37,Flamengo,Internacional,2,1,Brasileirao Serie A 2021
2021-02-21,37,Goias,Bragantino,0,0,Brasileirao Serie A 2021
2021-02-21,37,Gremio,Athletico-PR,1,0,Brasileirao Serie A 2021
2021-02-21,37,Santos,Fluminense,1,1,Brasileirao Serie A 2021
2021-02-21,37,Sport,Atletico-MG,2,3,Brasileirao Serie A 2021
2021-02-22,37,Botafogo-RJ,Sao Paulo,1,0,Brasileirao Serie A 2021
2021-02-22,37,Palmeiras,Atletico-GO,1,1,Brasileirao Serie A 2021
2021-02-25,38,Athletico-PR,Sport,2,0,Brasileirao Serie A 2021
2021-02-25,38,Atletico-GO,Coritiba,3,1,Brasileirao Serie A 2021
2021-02-25,38,Atletico-MG,Palmeiras,2,0,Brasileirao Serie A 2021
2021-02-25,38,Bahia,Santos,2,0,Brasileirao Serie A 2021
2021-02-25,38,Bragantino,Gremio,1,0,Brasileirao Serie A 2021
2021-02-25,38,Ceara,Botafogo-RJ,2,1,Brasileirao Serie A 2021
2021-02-25,38,Fluminense,Fortaleza,2,0,Brasileirao Serie A 2021
2021-02-25,38,Internacional,Corinthians,0,0,Brasileirao Serie A 2021
2021-02-25,38,Sao Paulo,Flamengo,2,1,Brasileirao Serie A 2021
2021-02-25,38,Vasco,Goias,3,2,Brasileirao Serie A 2021
2021-05-29,1,Bahia,Santos,3,0,Brasileirao Serie A 2021
2021-05-29,1,Cuiaba,Juventude,2,2,Brasileirao Serie A 2021
2021-05-29,1,Sao Paulo,Fluminense,0,0,Brasileirao Serie A 2021
2021-05-30,1,Athletico-PR,America-MG,1,0,Brasileirao Serie A 2021
2021-05-30,1,Atletico-MG,Fortaleza,1,2,Brasileirao Serie A 2021
2021-05-30,1,Ceara,Gremio,3,2,Brasileirao Serie A 2021
2021-05-30,1,Chapecoense,Bragantino,0,3,Brasileirao Serie A 2021
2021-05-30,1,Corinthians,Atletico-GO,0,1,Brasileirao Serie A 2021
2021-05-30,1,Flamengo,Palmeiras,1,0,Brasileirao Serie A 2021
2021-05-30,1,Internacional,Sport,2,2,Brasileirao Serie A 2021
2021-06-05,2,Atletico-GO,Sao Paulo,2,0,Brasileirao Serie A 2021
2021-06-05,2,Bragantino,Bahia,3,3,Brasileirao Serie A 2021
2021-06-05,2,Santos,Ceara,3,1,Brasileirao Serie A 2021
2021-06-06,2,America-MG,Corinthians,0,1,Brasileirao Serie A 2021
2021-06-06,2,Fluminense,Cuiaba,1,0,Brasileirao Serie A 2021
2021-06-06,2,Fortaleza,Internacional,5,1,Brasileirao Serie A 2021
2021-06-06,2,Juventude,Athletico-PR,0,3,Brasileirao Serie A 2021
2021-06-06,2,Palmeiras,Chapecoense,3,1,Brasileirao Serie A 2021
2021-06-06,2,Sport,Atletico-MG,0,1,Brasileirao Serie A 2021
2021-06-12,3,Palmeiras,Corinthians,1,1,Brasileirao Serie A 2021
2021-06-12,3,Santos,Juventude,0,0,Brasileirao Serie A 2021
2021-06-13,3,Atletico-MG,Sao Paulo,1,0,Brasileirao Serie A 2021
2021-06-13,3,Bahia,Internacional,0,1,Brasileirao Serie A 2021
2021-06-13,3,Bragantino,Fluminense,2,2,Brasileirao Serie A 2021
2021-06-13,3,Chapecoense,Ceara,0,0,Brasileirao Serie A 2021
2021-06-13,3,Flamengo,America-MG,2,0,Brasileirao Serie A 2021
2021-06-13,3,Fortaleza,Sport,1,0,Brasileirao Serie A 2021
2021-06-13,3,Gremio,Athletico-PR,0,1,Brasileirao Serie A 2021
2021-06-16,4,Corinthians,Bragantino,1,2,Brasileirao Serie A 2021
2021-06-16,4,Internacional,Atletico-MG,0,1,Brasileirao Serie A 2021
2021-06-16,4,Juventude,Palmeiras,0,3,Brasileirao Serie A 2021
2021-06-16,4,Sao Paulo,Chapecoense,1,1,Brasileirao Serie A 2021
2021-06-17,4,America-MG,Cuiaba,0,0,Brasileirao Serie A 2021
2021-06-17,4,Atletico-GO,Fortaleza,0,0,Brasileirao Serie A 2021
2021-06-17,4,Ceara,Bahia,1,2,Brasileirao Serie A 2021
2021-06-17,4,Fluminense,Santos,1,0,Brasileirao Serie A 2021
2021-06-17,4,Sport,Gremio,1,0,Brasileirao Serie A 2021
2021-06-19,5,Flamengo,Bragantino,2,3,Brasileirao Serie A 2021
2021-06-20,5,Athletico-PR,Atletico-GO,2,1,Brasileirao Serie A 2021
2021-06-20,5,Bahia,Corinthians,0,0,Brasileirao Serie A 2021
2021-06-20,5,Fortaleza,Fluminense,1,1,Brasileirao Serie A 2021
2021-06-20,5,Internacional,Ceara,1,1,Brasileirao Serie A 2021
2021-06-20,5,Juventude,Sport,1,0,Brasileirao Serie A 2021
2021-06-20,5,Palmeiras,America-MG,2,1,Brasileirao Serie A 2021
2021-06-20,5,Santos,Sao Paulo,2,0,Brasileirao Serie A 2021
2021-06-21,5,Atletico-MG,Chapecoense,1,1,Brasileirao Serie A 2021
2021-06-23,6,Atletico-GO,Fluminense,1,0,Brasileirao Serie A 2021
2021-06-23,6,Bragantino,Palmeiras,3,1,Brasileirao Serie A 2021
2021-06-23,6,Flamengo,Fortaleza,2,1,Brasileirao Serie A 2021
2021-06-23,6,Sao Paulo,Cuiaba,2,2,Brasileirao Serie A 2021
2021-06-24,6,America-MG,Juventude,1,1,Brasileirao Serie A 2021
2021-06-24,6,Bahia,Athletico-PR,2,1,Brasileirao Serie A 2021
2021-06-24,6,Ceara,Atletico-MG,2,1,Brasileirao Serie A 2021
2021-06-24,6,Chapecoense,Internacional,1,2,Brasileirao Serie A 2021
2021-06-24,6,Corinthians,Sport,2,1,Brasileirao Serie A 2021
2021-06-24,6,Gremio,Santos,2,2,Brasileirao Serie A 2021
2021-06-27,7,America-MG,Internacional,1,1,Brasileirao Serie A 2021
2021-06-27,7,Athletico-PR,Chapecoense,2,2,Brasileirao Serie A 2021
2021-06-27,7,Ceara,Sao Paulo,1,1,Brasileirao Serie A 2021
2021-06-27,7,Fluminense,Corinthians,1,1,Brasileirao Serie A 2021
2021-06-27,7,Gremio,Fortaleza,0,0,Brasileirao Serie A 2021
2021-06-27,7,Juventude,Flamengo,1,0,Brasileirao Serie A 2021
2021-06-27,7,Palmeiras,Bahia,3,2,Brasileirao Serie A 2021
2021-06-27,7,Santos,Atletico-MG,2,0,Brasileirao Serie A 2021
2021-06-27,7,Sport,Cuiaba,0,0,Brasileirao Serie A 2021
2021-06-28,7,Atletico-GO,Bragantino,0,1,Brasileirao Serie A 2021
2021-06-30,8,Bahia,America-MG,3,4,Brasileirao Serie A 2021
2021-06-30,8,Corinthians,Sao Paulo,0,0,Brasileirao Serie A 2021
2021-06-30,8,Fluminense,Athletico-PR,1,4,Brasileirao Serie A 2021
2021-06-30,8,Fortaleza,Chapecoense,3,2,Brasileirao Serie A 2021
2021-06-30,8,Internacional,Palmeiras,1,2,Brasileirao Serie A 2021
2021-06-30,8,Juventude,Gremio,2,0,Brasileirao Serie A 2021
2021-06-30,8,Santos,Sport,0,0,Brasileirao Serie A 2021
2021-07-01,8,Atletico-MG,Atletico-GO,4,1,Brasileirao Serie A 2021
2021-07-01,8,Bragantino,Ceara,0,0,Brasileirao Serie A 2021
2021-07-01,8,Cuiaba,Flamengo,0,2,Brasileirao Serie A 2021
2021-07-03,9,America-MG,Santos,2,0,Brasileirao Serie A 2021
2021-07-03,9,Athletico-PR,Fortaleza,2,1,Brasileirao Serie A 2021
2021-07-03,9,Corinthians,Internacional,1,1,Brasileirao Serie A 2021
2021-07-04,9,Ceara,Juventude,2,0,Brasileirao Serie A 2021
2021-07-04,9,Chapecoense,Bahia,0,2,Brasileirao Serie A 2021
2021-07-04,9,Cuiaba,Atletico-MG,0,1,Brasileirao Serie A 2021
2021-07-04,9,Flamengo,Fluminense,0,1,Brasileirao Serie A 2021
2021-07-04,9,Gremio,Atletico-GO,0,1,Brasileirao Serie A 2021
2021-07-04,9,Sao Paulo,Bragantino,1,2,Brasileirao Serie A 2021
2021-07-04,9,Sport,Palmeiras,0,1,Brasileirao Serie A 2021
2021-07-06,10,Santos,Athletico-PR,2,1,Brasileirao Serie A 2021
2021-07-07,10,Atletico-GO,Sport,1,1,Brasileirao Serie A 2021
2021-07-07,10,Atletico-MG,Flamengo,2,1,Brasileirao Serie A 2021
2021-07-07,10,Bahia,Juventude,1,0,Brasileirao Serie A 2021
2021-07-07,10,Bragantino,Cuiaba,1,1,Brasileirao Serie A 2021
2021-07-07,10,Fluminense,Ceara,0,0,Brasileirao Serie A 2021
2021-07-07,10,Fortaleza,America-MG,4,0,Brasileirao Serie A 2021
2021-07-07,10,Internacional,Sao Paulo,0,2,Brasileirao Serie A 2021
2021-07-07,10,Palmeiras,Gremio,2,0,Brasileirao Serie A 2021
2021-07-08,10,Chapecoense,Corinthians,0,1,Brasileirao Serie A 2021
2021-07-10,11,America-MG,Atletico-MG,0,1,Brasileirao Serie A 2021
2021-07-10,11,Athletico-PR,Bragantino,2,2,Brasileirao Serie A 2021
2021-07-10,11,Gremio,Internacional,0,0,Brasileirao Serie A 2021
2021-07-10,11,Palmeiras,Santos,3,2,Brasileirao Serie A 2021
2021-07-10,11,Sao Paulo,Bahia,1,0,Brasileirao Serie A 2021
2021-07-10,11,Sport,Fluminense,1,2,Brasileirao Serie A 2021
2021-07-11,11,Cuiaba,Ceara,2,2,Brasileirao Serie A 2021
2021-07-11,11,Flamengo,Chapecoense,2,1,Brasileirao Serie A 2021
2021-07-11,11,Fortaleza,Corinthians,1,0,Brasileirao Serie A 2021
2021-07-11,11,Juventude,Atletico-GO,1,1,Brasileirao Serie A 2021
2021-07-17,12,Ceara,Athletico-PR,1,0,Brasileirao Serie A 2021
2021-07-17,12,Corinthians,Atletico-MG,1,2,Brasileirao Serie A 2021
2021-07-17,12,Fluminense,Gremio,0,1,Brasileirao Serie A 2021
2021-07-17,12,Sao Paulo,Fortaleza,0,1,Brasileirao Serie A 2021
2021-07-18,12,Atletico-GO,Palmeiras,0,3,Brasileirao Serie A 2021
2021-07-18,12,Bahia,Flamengo,0,5,Brasileirao Serie A 2021
2021-07-18,12,Bragantino,Santos,2,2,Brasileirao Serie A 2021
2021-07-18,12,Chapecoense,Cuiaba,2,3,Brasileirao Serie A 2021
2021-07-18,12,Internacional,Juventude,1,0,Brasileirao Serie A 2021
2021-07-19,12,America-MG,Sport,0,1,Brasileirao Serie A 2021
2021-07-21,3,Cuiaba,Atletico-GO,2,1,Brasileirao Serie A 2021
2021-07-24,13,Gremio,America-MG,1,1,Brasileirao Serie A 2021
2021-07-24,13,Palmeiras,Fluminense,1,0,Brasileirao Serie A 2021
2021-07-25,13,Athletico-PR,Internacional,2,1,Brasileirao Serie A 2021
2021-07-25,13,Atletico-MG,Bahia,3,0,Brasileirao Serie A 2021
2021-07-25,13,Flamengo,Sao Paulo,5,1,Brasileirao Serie A 2021
2021-07-25,13,Fortaleza,Bragantino,1,0,Brasileirao Serie A 2021
2021-07-25,13,Santos,Atletico-GO,0,1,Brasileirao Serie A 2021
2021-07-25,13,Sport,Ceara,0,0,Brasileirao Serie A 2021
2021-07-26,13,Cuiaba,Corinthians,1,2,Brasileirao Serie A 2021
2021-07-26,13,Juventude,Chapecoense,1,0,Brasileirao Serie A 2021
2021-07-31,14,Bragantino,Gremio,1,0,Brasileirao Serie A 2021
2021-07-31,14,Internacional,Cuiaba,0,0,Brasileirao Serie A 2021
2021-07-31,14,Sao Paulo,Palmeiras,0,0,Brasileirao Serie A 2021
2021-08-01,14,Atletico-GO,America-MG,1,1,Brasileirao Serie A 2021
2021-08-01,14,Atletico-MG,Athletico-PR,2,0,Brasileirao Serie A 2021
2021-08-01,14,Bahia,Sport,0,1,Brasileirao Serie A 2021
2021-08-01,14,Ceara,Fortaleza,3,1,Brasileirao Serie A 2021
2021-08-01,14,Chapecoense,Santos,0,1,Brasileirao Serie A 2021
2021-08-01,14,Corinthians,Flamengo,1,3,Brasileirao Serie A 2021
2021-08-06,15,Sport,Bragantino,0,0,Brasileirao Serie A 2021
2021-08-07,15,Athletico-PR,Sao Paulo,1,2,Brasileirao Serie A 2021
2021-08-07,15,Cuiaba,Bahia,1,1,Brasileirao Serie A 2021
2021-08-07,15,Palmeiras,Fortaleza,2,3,Brasileirao Serie A 2021
2021-08-08,15,America-MG,Fluminense,1,0,Brasileirao Serie A 2021
2021-08-08,15,Ceara,Atletico-GO,0,0,Brasileirao Serie A 2021
2021-08-08,15,Flamengo,Internacional,0,4,Brasileirao Serie A 2021
2021-08-08,15,Juventude,Atletico-MG,1,2,Brasileirao Serie A 2021
2021-08-08,15,Santos,Corinthians,0,0,Brasileirao Serie A 2021
2021-08-09,15,Gremio,Chapecoense,2,1,Brasileirao Serie A 2021
2021-08-14,16,Atletico-MG,Palmeiras,2,0,Brasileirao Serie A 2021
2021-08-14,16,Bragantino,Juventude,1,2,Brasileirao Serie A 2021
2021-08-14,16,Sao Paulo,Gremio,2,1,Brasileirao Serie A 2021
2021-08-15,16,Bahia,Atletico-GO,1,2,Brasileirao Serie A 2021
2021-08-15,16,Corinthians,Ceara,3,1,Brasileirao Serie A 2021
2021-08-15,16,Cuiaba,Athletico-PR,1,0,Brasileirao Serie A 2021
2021-08-15,16,Flamengo,Sport,2,0,Brasileirao Serie A 2021
2021-08-15,16,Fortaleza,Santos,1,1,Brasileirao Serie A 2021
2021-08-15,16,Internacional,Fluminense,4,2,Brasileirao Serie A 2021
2021-08-16,16,Chapecoense,America-MG,1,1,Brasileirao Serie A 2021
2021-08-18,5,Cuiaba,Gremio,0,1,Brasileirao Serie A 2021
2021-08-21,17,Atletico-GO,Chapecoense,1,1,Brasileirao Serie A 2021
2021-08-21,17,Gremio,Bahia,2,0,Brasileirao Serie A 2021
2021-08-21,17,Juventude,Fortaleza,1,1,Brasileirao Serie A 2021
2021-08-22,17,Athletico-PR,Corinthians,0,1,Brasileirao Serie A 2021
2021-08-22,17,Ceara,Flamengo,1,1,Brasileirao Serie A 2021
2021-08-22,17,Palmeiras,Cuiaba,0,2,Brasileirao Serie A 2021
2021-08-22,17,Santos,Internacional,2,2,Brasileirao Serie A 2021
2021-08-22,17,Sport,Sao Paulo,0,1,Brasileirao Serie A 2021
2021-08-23,17,America-MG,Bragantino,0,2,Brasileirao Serie A 2021
2021-08-23,17,Fluminense,Atletico-MG,1,1,Brasileirao Serie A 2021
2021-08-28,18,Gremio,Corinthians,0,1,Brasileirao Serie A 2021
2021-08-28,18,Palmeiras,Athletico-PR,2,1,Brasileirao Serie A 2021
2021-08-28,18,Santos,Flamengo,0,4,Brasileirao Serie A 2021
2021-08-28,18,Sport,Chapecoense,0,0,Brasileirao Serie A 2021
2021-08-29,18,America-MG,Ceara,2,0,Brasileirao Serie A 2021
2021-08-29,18,Atletico-GO,Internacional,0,0,Brasileirao Serie A 2021
2021-08-29,18,Bragantino,Atletico-MG,1,1,Brasileirao Serie A 2021
2021-08-29,18,Juventude,Sao Paulo,1,1,Brasileirao Serie A 2021
2021-08-30,18,Fluminense,Bahia,2,0,Brasileirao Serie A 2021
2021-08-30,18,Fortaleza,Cuiaba,0,0,Brasileirao Serie A 2021
2021-09-02,14,Fluminense,Juventude,1,1,Brasileirao Serie A 2021
2021-09-04,19,Bahia,Fortaleza,4,2,Brasileirao Serie A 2021
2021-09-04,19,Cuiaba,Santos,2,1,Brasileirao Serie A 2021
2021-09-05,19,Athletico-PR,Sport,0,0,Brasileirao Serie A 2021
2021-09-07,19,Chapecoense,Fluminense,1,2,Brasileirao Serie A 2021
2021-09-07,19,Corinthians,Juventude,1,1,Brasileirao Serie A 2021
2021-09-11,20,America-MG,Athletico-PR,2,0,Brasileirao Serie A 2021
2021-09-11,20,Bragantino,Chapecoense,1,2,Brasileirao Serie A 2021
2021-09-11,20,Juventude,Cuiaba,1,2,Brasileirao Serie A 2021
2021-09-11,20,Santos,Bahia,0,0,Brasileirao Serie A 2021
2021-09-12,20,Atletico-GO,Corinthians,1,1,Brasileirao Serie A 2021
2021-09-12,20,Fluminense,Sao Paulo,2,1,Brasileirao Serie A 2021
2021-09-12,20,Fortaleza,Atletico-MG,0,2,Brasileirao Serie A 2021
2021-09-12,20,Gremio,Ceara,2,0,Brasileirao Serie A 2021
2021-09-12,20,Palmeiras,Flamengo,1,3,Brasileirao Serie A 2021
2021-09-13,20,Sport,Internacional,0,1,Brasileirao Serie A 2021
2021-09-18,21,Athletico-PR,Juventude,2,1,Brasileirao Serie A 2021
2021-09-18,21,Atletico-MG,Sport,3,0,Brasileirao Serie A 2021
2021-09-18,21,Bahia,Bragantino,1,1,Brasileirao Serie A 2021
2021-09-18,21,Ceara,Santos,0,0,Brasileirao Serie A 2021
2021-09-18,21,Chapecoense,Palmeiras,0,2,Brasileirao Serie A 2021
2021-09-19,21,Corinthians,America-MG,1,1,Brasileirao Serie A 2021
2021-09-19,21,Flamengo,Gremio,0,1,Brasileirao Serie A 2021
2021-09-19,21,Internacional,Fortaleza,1,0,Brasileirao Serie A 2021
2021-09-19,21,Sao Paulo,Atletico-GO,2,1,Brasileirao Serie A 2021
2021-09-20,21,Cuiaba,Fluminense,2,2,Brasileirao Serie A 2021
2021-09-22,19,Sao Paulo,America-MG,0,0,Brasileirao Serie A 2021
2021-09-25,22,Ceara,Chapecoense,1,0,Brasileirao Serie A 2021
2021-09-25,22,Corinthians,Palmeiras,2,1,Brasileirao Serie A 2021
2021-09-25,22,Sao Paulo,Atletico-MG,0,0,Brasileirao Serie A 2021
2021-09-26,22,America-MG,Flamengo,1,1,Brasileirao Serie A 2021
2021-09-26,22,Athletico-PR,Gremio,4,2,Brasileirao Serie A 2021
2021-09-26,22,Atletico-GO,Cuiaba,0,0,Brasileirao Serie A 2021
2021-09-26,22,Fluminense,Bragantino,2,1,Brasileirao Serie A 2021
2021-09-26,22,Internacional,Bahia,2,0,Brasileirao Serie A 2021
2021-09-26,22,Juventude,Santos,3,0,Brasileirao Serie A 2021
2021-09-26,22,Sport,Fortaleza,0,1,Brasileirao Serie A 2021
2021-10-02,23,Atletico-MG,Internacional,1,0,Brasileirao Serie A 2021
2021-10-02,23,Bragantino,Corinthians,2,2,Brasileirao Serie A 2021
2021-10-02,23,Cuiaba,America-MG,0,2,Brasileirao Serie A 2021
2021-10-02,23,Fortaleza,Atletico-GO,0,3,Brasileirao Serie A 2021
2021-10-03,23,Chapecoense,Sao Paulo,1,1,Brasileirao Serie A 2021
2021-10-03,23,Flamengo,Athletico-PR,3,0,Brasileirao Serie A 2021
2021-10-03,23,Gremio,Sport,1,2,Brasileirao Serie A 2021
2021-10-03,23,Palmeiras,Juventude,1,1,Brasileirao Serie A 2021
2021-10-05,24,Corinthians,Bahia,3,1,Brasileirao Serie A 2021
2021-10-06,24,America-MG,Palmeiras,2,1,Brasileirao Serie A 2021
2021-10-06,24,Atletico-GO,Athletico-PR,0,2,Brasileirao Serie A 2021
2021-10-06,24,Bragantino,Flamengo,1,1,Brasileirao Serie A 2021
2021-10-06,24,Ceara,Internacional,0,0,Brasileirao Serie A 2021
2021-10-06,24,Chapecoense,Atletico-MG,2,2,Brasileirao Serie A 2021
2021-10-06,24,Fluminense,Fortaleza,0,2,Brasileirao Serie A 2021
2021-10-06,24,Gremio,Cuiaba,2,2,Brasileirao Serie A 2021
2021-10-06,24,Sport,Juventude,3,1,Brasileirao Serie A 2021
2021-10-07,24,Sao Paulo,Santos,1,1,Brasileirao Serie A 2021
2021-10-09,25,Athletico-PR,Bahia,0,2,Brasileirao Serie A 2021
2021-10-09,25,Atletico-MG,Ceara,3,1,Brasileirao Serie A 2021
2021-10-09,25,Fluminense,Atletico-GO,0,0,Brasileirao Serie A 2021
2021-10-09,25,Fortaleza,Flamengo,0,3,Brasileirao Serie A 2021
2021-10-09,25,Juventude,America-MG,1,1,Brasileirao Serie A 2021
2021-10-09,25,Palmeiras,Bragantino,2,4,Brasileirao Serie A 2021
2021-10-09,25,Sport,Corinthians,1,0,Brasileirao Serie A 2021
2021-10-10,25,Internacional,Chapecoense,5,2,Brasileirao Serie A 2021
2021-10-10,25,Santos,Gremio,1,0,Brasileirao Serie A 2021
2021-10-11,25,Cuiaba,Sao Paulo,0,0,Brasileirao Serie A 2021
2021-10-12,26,Bahia,Palmeiras,0,0,Brasileirao Serie A 2021
